"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"08/2022";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"- 1.062.096,12";"10.363.810,98";"10.013.837,83";"30.474,53";
"06/2022";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"2.019.609,56";"12.846.121,81";"10.229.178,32";"217.225,94";
"11/2022";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"- 271.493,54";"967.998,06";"7.428.204,44";"53.288,40";
"02/2022";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"161.913,29";"9.208.526,01";"8.425.571,60";"1.060.282,08";
"03/2022";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"692.504,65";"9.810.393,44";"9.646.479,27";"1.343.040,31";
"05/2022";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"1.426.358,12";"10.645.380,65";"10.825.350,93";"436.509,10";
"11/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"225.448,32";"25.012,95";"4.920.423,04";"0,00";
"09/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"453.628,06";"7.083.786,37";"7.305.457,60";"37.508,03";
"10/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"288.930,62";"7.257.213,78";"7.210.981,02";"37.508,03";
"06/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"2.780.913,27";"9.663.227,17";"7.271.846,88";"38.158,03";
"04/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"3.166.977,87";"7.195.632,01";"7.134.265,84";"61.246,03";
"08/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"- 171.411,56";"7.328.129,00";"7.332.047,68";"56.594,55";
"02/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"1.967.863,50";"7.127.318,82";"7.231.295,67";"124.013,88";
"07/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"863.919,57";"7.168.681,58";"9.622.629,45";"279.801,95";
"01/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"85.446.104,72";"7.036.449,69";"2.051.907,11";"5.970.142,34";
"05/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"464.210,20";"7.125.268,65";"7.135.540,56";"55.222,62";
"03/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"401.110,41";"7.245.178,07";"7.331.203,21";"1.643.312,35";
"11/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"131.190,14";"3.664.058,25";"5.591.091,27";"15.000,00";
"10/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"754.614,04";"7.698.580,60";"8.129.705,81";"61.023,59";
"03/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"- 29.638,65";"5.269.836,57";"6.431.677,63";"683.139,54";
"07/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"4.115.439,81";"8.269.710,71";"8.524.848,90";"242.879,61";
"04/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"26.854.657,78";"7.630.315,89";"7.726.873,15";"4.432.854,81";
"08/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"2.529.306,48";"6.015.809,24";"7.277.696,75";"359.972,36";
"01/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"54.689.686,99";"4.048.190,85";"759.400,30";"5.058.798,13";
"05/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"889.651,21";"8.139.322,99";"7.850.128,14";"411.040,19";
"02/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"8.822.896,76";"6.021.547,12";"4.683.855,31";"2.472.744,46";
"09/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"1.028.423,92";"8.178.670,27";"7.746.243,89";"51.200,00";
"06/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"1.141.999,43";"8.546.469,86";"7.105.172,17";"5.146.346,01";
"02/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"27.506.638,79";"143.556.717,37";"137.646.166,22";"35.164.112,82";
"06/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"201.067.971,96";"206.469.566,98";"148.072.776,82";"68.002.016,51";
"07/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"98.462.468,67";"153.109.231,38";"213.398.125,35";"45.429.349,24";
"03/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"12.651.316,41";"144.356.178,34";"146.084.054,37";"33.093.928,62";
"04/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"70.851.353,76";"147.654.162,75";"143.930.321,09";"20.899.842,67";
"08/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"55.229.549,34";"151.642.329,34";"151.779.934,25";"32.222.658,74";
"11/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"54.690.356,57";"17.709.096,56";"136.395.234,55";"19.628.603,74";
"05/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"9.267.601,09";"151.161.873,80";"155.681.808,26";"32.820.157,07";
"09/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"6.009.058,87";"144.520.869,39";"145.079.680,96";"35.141.254,01";
"01/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"1.714.078.555,73";"132.146.152,21";"12.478.088,88";"134.263.923,78";
"10/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"99.668.562,59";"146.059.150,88";"145.189.232,27";"26.197.919,72";
"04/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"39.841.803,56";"39.380.849,55";"39.742.864,99";"9.953.989,60";
"03/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"74.426.977,86";"39.141.884,80";"40.759.481,91";"15.205.135,95";
"10/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"50.148.692,83";"43.868.892,17";"46.224.132,93";"2.782.291,19";
"11/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"993.512,04";"7.404.126,13";"32.266.595,38";"1.513.211,37";
"01/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"143.972.732,31";"29.797.951,91";"4.875.264,31";"36.775.296,65";
"09/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"45.521.264,35";"46.489.133,05";"45.502.355,87";"2.202.243,09";
"02/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"19.936.228,65";"38.071.583,04";"35.143.657,90";"8.410.423,33";
"07/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"26.668.140,95";"41.159.824,06";"53.209.190,32";"6.042.446,09";
"08/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"51.627.535,51";"46.893.460,56";"43.938.997,21";"3.293.016,74";
"05/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"64.989.251,26";"46.300.274,14";"46.769.675,11";"7.949.279,33";
"06/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"30.017.582,08";"51.398.131,48";"39.528.181,21";"5.269.958,39";
"11/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"11.328,28";"914.387,79";"808.855,40";"3.840,01";
"09/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"217.673,61";"174.127,65";"145.074,72";"0,01";
"03/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"43.800,58";"5.936,84";"5.936,84";"92.829,99";
"02/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"11.850,00";"3.679,40";"3.679,40";"172.917,94";
"04/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"878.072,78";"83.083,89";"83.083,89";"73.907,48";
"08/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"149.370,48";"131.995,91";"151.693,84";"23.215,00";
"07/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"161.470,43";"216.137,65";"215.194,90";"2.514,11";
"05/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"555.234,54";"112.195,17";"110.836,41";"28.983,37";
"01/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"0,00";"0,00";"0,00";"545.124,01";
"10/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"939.024,79";"222.279,11";"250.348,36";"68.949,29";
"06/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"152.376,20";"459.319,07";"440.371,80";"0,00";
"11/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"143.785.457,84";"135.689.073,12";"275.649.147,39";"7.670.586,47";
"02/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"448.520.756,26";"272.191.508,22";"227.973.859,37";"1.299.279.256,08";
"01/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"2.248.216.588,48";"235.342.428,50";"45.459.137,19";"647.934.940,48";
"03/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"557.261.118,61";"550.360.015,74";"324.590.165,12";"354.997.568,23";
"06/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"758.184.295,99";"549.906.864,07";"494.674.489,70";"429.714.427,09";
"04/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"259.104.936,88";"555.359.951,36";"594.917.531,13";"273.782.356,94";
"07/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"266.470.745,16";"510.483.998,71";"763.597.149,08";"142.988.461,70";
"09/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"356.380.863,58";"540.388.774,30";"424.236.660,59";"74.510.250,58";
"08/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"747.749.901,84";"497.545.249,73";"353.562.941,57";"142.867.896,54";
"10/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"339.046.147,68";"524.895.511,34";"529.538.175,39";"44.508.523,97";
"05/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"1.453.628.196,25";"1.000.754.074,58";"923.950.730,85";"752.850.889,64";
"09/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"- 103.737,54";"2.044.973,42";"2.016.710,52";"0,00";
"01/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"25.245.822,22";"1.548.144,39";"540.192,10";"1.561.275,09";
"03/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"- 562.194,25";"1.871.992,73";"1.883.842,09";"3.443,20";
"08/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"12.262,24";"2.037.841,14";"2.034.995,37";"0,00";
"11/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"238.691,57";"325.097,56";"1.361.408,18";"0,00";
"02/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"- 50.656,88";"1.910.379,92";"1.899.844,59";"30.281,30";
"04/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"563.759,81";"2.090.665,81";"2.090.977,84";"10.063,00";
"07/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"626.184,89";"2.161.019,80";"2.533.048,64";"0,00";
"06/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"19.265,76";"2.440.885,20";"2.045.560,79";"0,00";
"05/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"- 163.366,80";"2.079.880,62";"2.065.056,43";"8.041,57";
"10/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"517.209,60";"1.998.863,62";"2.022.039,56";"0,00";
"05/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"39.481.557,82";"148.160.130,75";"149.936.910,56";"23.711.815,14";
"07/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"28.260.852,19";"155.621.280,88";"193.632.465,16";"11.996.536,56";
"11/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"10.650.030,43";"6.912.589,61";"97.674.553,14";"2.700.423,00";
"04/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"147.913.192,88";"145.755.954,56";"136.490.880,72";"19.756.315,84";
"10/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"14.436.129,76";"158.297.924,57";"159.590.359,20";"6.956.368,48";
"08/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"10.718.211,00";"157.134.428,78";"149.103.654,13";"10.489.014,81";
"01/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"1.733.950.214,13";"133.594.694,92";"47.288.234,09";"119.910.592,42";
"03/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"19.533.505,96";"139.246.488,21";"137.893.153,11";"30.741.569,47";
"09/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"19.962.456,16";"156.760.498,37";"161.269.291,02";"7.089.370,76";
"02/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"7.847.190,66";"133.519.437,32";"134.104.304,45";"16.525.000,40";
"06/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"4.505.842,56";"191.751.807,77";"147.381.064,76";"10.491.905,04";
"08/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"10.225.959,65";"67.628.723,39";"63.168.640,79";"2.939.933,62";
"10/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"7.903.075,27";"64.772.437,38";"65.897.068,06";"2.008.612,80";
"04/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"26.135.701,90";"63.217.462,05";"61.936.208,37";"3.398.739,36";
"07/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"37.401.429,17";"66.541.828,90";"86.066.841,53";"2.234.558,28";
"05/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"25.392.864,19";"64.257.677,37";"64.643.605,75";"5.379.485,65";
"01/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"162.296.707,05";"58.297.633,88";"18.208.854,89";"57.129.560,00";
"09/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"28.518.242,47";"67.215.002,02";"66.422.345,68";"2.229.468,39";
"06/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"14.773.615,50";"84.088.909,98";"67.191.495,34";"3.786.991,63";
"11/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"4.750.880,51";"3.379.445,79";"43.596.399,98";"568.490,98";
"03/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"11.524.232,12";"64.052.536,26";"61.444.597,48";"9.717.244,44";
"02/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"493.540.995,22";"58.330.162,06";"58.192.312,83";"7.092.328,26";
"05/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"22.398.212,87";"75.611.879,05";"72.199.087,11";"5.575.345,25";
"10/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"34.298.408,48";"75.775.705,35";"72.435.676,16";"789.081,15";
"03/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"4.644.117,44";"71.527.446,31";"72.033.143,68";"3.470.307,96";
"11/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"2.419.272,73";"3.098.156,29";"51.574.560,04";"99.359,66";
"02/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"115.361.895,96";"69.427.296,35";"70.656.870,01";"2.834.555,85";
"07/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"7.262.413,64";"74.434.539,05";"95.295.270,74";"20.807.856,23";
